state	yr	qtr	index_nsa	index_sa	Warning
SD	2006	1	208.50	208.94	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2006	2	214.03	212.60	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2006	3	216.18	213.97	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2006	4	216.02	216.49	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2007	1	217.72	218.09	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2007	2	220.45	219.09	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2007	3	222.45	220.14	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2007	4	222.62	223.11	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2008	1	223.99	224.28	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2008	2	225.61	224.34	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2008	3	225.80	223.48	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2008	4	222.03	222.42	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2009	1	222.87	223.13	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2009	2	226.38	225.18	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2009	3	223.73	221.50	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2009	4	224.33	224.60	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2010	1	223.67	223.90	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2010	2	222.74	221.68	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2010	3	222.26	220.06	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2010	4	217.94	218.08	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2011	1	219.88	220.09	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2011	2	221.44	220.51	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2011	3	224.24	221.98	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2011	4	223.84	223.92	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2012	1	222.32	222.53	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2012	2	229.89	229.03	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2012	3	232.29	229.90	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2012	4	232.30	232.31	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2013	1	234.14	234.41	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2013	2	237.93	237.13	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2013	3	245.37	242.78	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
SD	2013	4	245.94	245.88	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
TN	1991	1	100.00	100.00	
TN	1991	2	100.59	100.18	
TN	1991	3	100.84	100.25	
TN	1991	4	101.98	101.72	
TN	1992	1	102.70	102.68	
TN	1992	2	102.58	102.16	
TN	1992	3	104.71	104.10	
TN	1992	4	104.98	104.73	
TN	1993	1	104.90	104.86	
TN	1993	2	107.19	106.76	
TN	1993	3	108.84	108.16	
TN	1993	4	109.98	109.78	
TN	1994	1	111.62	111.57	
TN	1994	2	113.54	113.04	
TN	1994	3	115.38	114.67	
TN	1994	4	115.85	115.71	
TN	1995	1	118.12	118.04	
TN	1995	2	119.62	119.02	
TN	1995	3	121.50	120.76	
TN	1995	4	122.98	122.92	
TN	1996	1	123.99	123.86	
TN	1996	2	126.18	125.47	
TN	1996	3	128.03	127.34	
TN	1996	4	128.26	128.21	
TN	1997	1	129.73	129.57	
TN	1997	2	131.63	130.85	
TN	1997	3	131.80	131.16	
TN	1997	4	132.24	132.18	
TN	1998	1	133.88	133.69	
TN	1998	2	136.33	135.48	
TN	1998	3	137.35	136.79	
TN	1998	4	138.29	138.16	
TN	1999	1	140.12	139.91	
TN	1999	2	141.56	140.69	
TN	1999	3	142.82	142.27	
TN	1999	4	144.09	143.93	
TN	2000	1	144.77	144.51	
TN	2000	2	146.89	146.05	
TN	2000	3	147.29	146.74	
TN	2000	4	147.53	147.28	
TN	2001	1	148.69	148.47	
TN	2001	2	149.88	149.08	
TN	2001	3	150.35	149.70	
TN	2001	4	152.07	151.82	
TN	2002	1	152.84	152.66	
TN	2002	2	154.16	153.35	
TN	2002	3	155.97	155.21	
TN	2002	4	155.98	155.75	
TN	2003	1	157.93	157.84	
TN	2003	2	160.27	159.38	
TN	2003	3	161.98	161.10	
TN	2003	4	163.78	163.63	
TN	2004	1	164.87	164.86	
TN	2004	2	168.53	167.47	
TN	2004	3	171.38	170.39	
TN	2004	4	172.21	172.13	
TN	2005	1	175.89	176.04	
TN	2005	2	179.57	178.24	
TN	2005	3	182.88	181.74	
TN	2005	4	185.86	185.92	
TN	2006	1	189.75	190.06	
TN	2006	2	194.66	193.02	
TN	2006	3	196.50	195.20	
TN	2006	4	198.26	198.34	
TN	2007	1	200.35	201.01	
TN	2007	2	205.25	203.24	
TN	2007	3	205.06	203.63	
TN	2007	4	203.02	203.04	
TN	2008	1	200.92	202.01	
TN	2008	2	201.30	199.13	
TN	2008	3	197.77	196.26	
TN	2008	4	192.90	192.71	
TN	2009	1	191.54	193.21	
TN	2009	2	192.96	190.58	
TN	2009	3	192.15	190.58	
TN	2009	4	190.21	189.87	
TN	2010	1	184.72	186.79	
TN	2010	2	190.24	187.70	
TN	2010	3	185.28	183.68	
TN	2010	4	182.28	181.81	
TN	2011	1	177.08	179.48	
TN	2011	2	180.86	178.19	
TN	2011	3	184.57	183.00	
TN	2011	4	182.10	181.57	
TN	2012	1	178.08	180.66	
TN	2012	2	187.70	184.85	
TN	2012	3	186.74	185.12	
TN	2012	4	188.89	188.34	
TN	2013	1	190.55	193.41	
TN	2013	2	198.39	195.26	
TN	2013	3	200.01	198.28	
TN	2013	4	201.41	200.90	
TX	1991	1	100.00	100.00	
TX	1991	2	100.70	100.03	
TX	1991	3	100.91	100.14	
TX	1991	4	100.45	99.90	
TX	1992	1	101.82	101.81	
TX	1992	2	102.17	101.49	
TX	1992	3	103.45	102.65	
TX	1992	4	104.17	103.62	
TX	1993	1	103.99	103.97	
TX	1993	2	105.71	105.01	
TX	1993	3	107.04	106.21	
TX	1993	4	108.00	107.46	
TX	1994	1	108.60	108.57	
TX	1994	2	109.96	109.21	
TX	1994	3	110.51	109.62	
TX	1994	4	110.58	110.09	
TX	1995	1	110.80	110.74	
TX	1995	2	112.04	111.26	
TX	1995	3	112.96	112.03	
TX	1995	4	113.22	112.78	
TX	1996	1	113.56	113.49	
TX	1996	2	114.81	113.98	
TX	1996	3	115.63	114.67	
TX	1996	4	115.29	114.91	
TX	1997	1	115.48	115.39	
TX	1997	2	117.31	116.43	
TX	1997	3	118.04	117.06	
TX	1997	4	118.80	118.44	
TX	1998	1	120.52	120.43	
TX	1998	2	122.68	121.71	
TX	1998	3	124.79	123.76	
TX	1998	4	125.87	125.52	
TX	1999	1	127.47	127.38	
TX	1999	2	130.66	129.60	
TX	1999	3	132.56	131.46	
TX	1999	4	134.40	134.05	
TX	2000	1	136.61	136.53	
TX	2000	2	139.85	138.67	
TX	2000	3	142.23	141.05	
TX	2000	4	143.44	143.08	
TX	2001	1	145.00	144.93	
TX	2001	2	147.75	146.49	
TX	2001	3	149.00	147.75	
TX	2001	4	149.13	148.78	
TX	2002	1	149.99	149.94	
TX	2002	2	152.89	151.54	
TX	2002	3	153.61	152.31	
TX	2002	4	153.94	153.61	
TX	2003	1	154.41	154.36	
TX	2003	2	156.50	155.11	
TX	2003	3	157.35	156.00	
TX	2003	4	157.31	157.00	
TX	2004	1	158.36	158.31	
TX	2004	2	161.26	159.80	
TX	2004	3	162.49	161.10	
TX	2004	4	163.05	162.72	
TX	2005	1	164.82	164.81	
TX	2005	2	168.69	167.13	
TX	2005	3	171.26	169.77	
TX	2005	4	172.78	172.45	
TX	2006	1	175.49	175.57	
TX	2006	2	179.43	177.69	
TX	2006	3	182.17	180.55	
TX	2006	4	184.12	183.79	
TX	2007	1	186.37	186.62	
TX	2007	2	190.40	188.40	
TX	2007	3	191.52	189.76	
TX	2007	4	191.21	190.92	
TX	2008	1	189.87	190.34	
TX	2008	2	192.37	190.10	
TX	2008	3	192.94	191.12	
TX	2008	4	188.91	188.71	
TX	2009	1	188.42	189.11	
TX	2009	2	191.50	188.94	
TX	2009	3	190.94	189.12	
TX	2009	4	190.32	190.23	
TX	2010	1	189.53	190.43	
TX	2010	2	193.24	190.35	
TX	2010	3	191.46	189.68	
TX	2010	4	186.34	186.32	
TX	2011	1	185.15	186.16	
TX	2011	2	189.80	186.75	
TX	2011	3	188.96	187.27	
TX	2011	4	188.85	188.85	
TX	2012	1	191.10	192.23	
TX	2012	2	198.62	195.26	
TX	2012	3	199.96	198.28	
TX	2012	4	201.99	201.96	
TX	2013	1	203.62	204.86	
TX	2013	2	212.59	208.92	
TX	2013	3	214.39	212.65	
TX	2013	4	216.81	216.74	
UT	1991	1	100.00	100.00	
UT	1991	2	101.58	100.69	
UT	1991	3	102.23	101.76	
UT	1991	4	104.31	103.82	
UT	1992	1	106.21	106.23	
UT	1992	2	109.62	108.67	
UT	1992	3	110.51	109.96	
UT	1992	4	114.64	114.15	
UT	1993	1	117.75	117.77	
UT	1993	2	123.12	122.07	
UT	1993	3	128.61	127.86	
UT	1993	4	134.04	133.55	
UT	1994	1	138.07	138.10	
UT	1994	2	145.67	144.46	
UT	1994	3	149.68	148.66	
UT	1994	4	152.37	151.94	
UT	1995	1	155.30	155.36	
UT	1995	2	158.43	157.06	
UT	1995	3	162.28	161.10	
UT	1995	4	164.38	164.05	
UT	1996	1	168.18	168.22	
UT	1996	2	172.10	170.53	
UT	1996	3	174.76	173.50	
UT	1996	4	175.52	175.28	
UT	1997	1	175.72	175.69	
UT	1997	2	179.69	177.97	
UT	1997	3	180.49	179.30	
UT	1997	4	180.37	180.17	
UT	1998	1	182.58	182.47	
UT	1998	2	186.27	184.41	
UT	1998	3	185.04	183.94	
UT	1998	4	187.12	186.93	
UT	1999	1	187.99	187.75	
UT	1999	2	190.77	188.86	
UT	1999	3	190.32	189.32	
UT	1999	4	191.31	191.05	
UT	2000	1	192.16	191.84	
UT	2000	2	194.46	192.59	
UT	2000	3	195.47	194.49	
UT	2000	4	194.63	194.32	
UT	2001	1	196.53	196.13	
UT	2001	2	198.76	197.02	
UT	2001	3	197.86	196.79	
UT	2001	4	198.22	197.81	
UT	2002	1	199.44	199.09	
UT	2002	2	200.71	199.10	
UT	2002	3	201.28	200.03	
UT	2002	4	203.37	202.87	
UT	2003	1	202.88	202.62	
UT	2003	2	206.64	205.12	
UT	2003	3	208.35	206.91	
UT	2003	4	208.01	207.36	
UT	2004	1	211.26	211.25	
UT	2004	2	216.37	214.81	
UT	2004	3	220.70	218.95	
UT	2004	4	224.74	224.02	
UT	2005	1	228.96	229.19	
UT	2005	2	237.81	236.06	
UT	2005	3	248.23	245.98	
UT	2005	4	257.19	256.48	
UT	2006	1	265.94	266.45	
UT	2006	2	278.58	276.45	
UT	2006	3	290.61	287.68	
UT	2006	4	301.68	300.94	
UT	2007	1	309.67	310.67	
UT	2007	2	322.60	319.90	
UT	2007	3	324.92	321.43	
UT	2007	4	318.28	317.41	
UT	2008	1	314.23	315.90	
UT	2008	2	311.10	308.18	
UT	2008	3	302.39	298.79	
UT	2008	4	288.28	287.63	
UT	2009	1	279.24	281.26	
UT	2009	2	273.13	270.17	
UT	2009	3	269.56	266.11	
UT	2009	4	265.71	265.32	
UT	2010	1	255.61	257.82	
UT	2010	2	260.42	257.24	
UT	2010	3	255.00	251.55	
UT	2010	4	250.25	250.19	
UT	2011	1	236.13	238.38	
UT	2011	2	239.78	236.44	
UT	2011	3	242.05	238.76	
UT	2011	4	238.64	238.87	
UT	2012	1	245.44	247.86	
UT	2012	2	256.81	252.87	
UT	2012	3	261.56	257.94	
UT	2012	4	265.82	266.58	
UT	2013	1	272.55	275.06	
UT	2013	2	288.53	283.82	
UT	2013	3	292.45	288.43	
UT	2013	4	290.12	291.35	
VA	1991	1	100.00	100.00	
VA	1991	2	99.97	99.40	
VA	1991	3	99.56	99.05	
VA	1991	4	100.89	100.27	
VA	1992	1	101.59	101.59	
VA	1992	2	100.72	100.16	
VA	1992	3	101.71	101.16	
VA	1992	4	102.06	101.48	
VA	1993	1	101.25	101.25	
VA	1993	2	102.44	101.87	
VA	1993	3	102.64	102.03	
VA	1993	4	102.89	102.40	
VA	1994	1	102.98	102.95	
VA	1994	2	104.36	103.77	
VA	1994	3	105.20	104.51	
VA	1994	4	105.63	105.23	
VA	1995	1	105.22	105.14	
VA	1995	2	105.92	105.28	
VA	1995	3	106.66	105.94	
VA	1995	4	106.17	105.88	
VA	1996	1	107.04	106.91	
VA	1996	2	107.92	107.22	
VA	1996	3	108.60	107.87	
VA	1996	4	108.28	108.07	
VA	1997	1	109.25	109.11	
VA	1997	2	110.02	109.22	
VA	1997	3	110.38	109.65	
VA	1997	4	111.31	111.16	
VA	1998	1	111.31	111.17	
VA	1998	2	113.37	112.46	
VA	1998	3	113.92	113.14	
VA	1998	4	115.03	114.95	
VA	1999	1	117.48	117.43	
VA	1999	2	119.03	117.95	
VA	1999	3	120.65	119.78	
VA	1999	4	121.92	121.91	
VA	2000	1	123.75	123.78	
VA	2000	2	127.91	126.67	
VA	2000	3	130.08	129.05	
VA	2000	4	131.32	131.39	
VA	2001	1	134.85	134.99	
VA	2001	2	139.35	137.93	
VA	2001	3	142.39	141.16	
VA	2001	4	143.43	143.59	
VA	2002	1	146.40	146.58	
VA	2002	2	152.26	150.72	
VA	2002	3	155.35	153.94	
VA	2002	4	157.35	157.54	
VA	2003	1	161.38	161.62	
VA	2003	2	167.58	165.85	
VA	2003	3	172.22	170.68	
VA	2003	4	176.62	176.83	
VA	2004	1	181.47	181.72	
VA	2004	2	189.95	187.96	
VA	2004	3	197.69	195.93	
VA	2004	4	203.56	203.88	
VA	2005	1	211.02	211.25	
VA	2005	2	221.40	219.03	
VA	2005	3	229.12	227.00	
VA	2005	4	233.93	234.60	
VA	2006	1	239.87	240.06	
VA	2006	2	245.95	243.17	
VA	2006	3	245.76	243.35	
VA	2006	4	247.60	248.61	
VA	2007	1	249.09	249.43	
VA	2007	2	252.38	249.17	
VA	2007	3	249.41	246.91	
VA	2007	4	239.30	240.39	
VA	2008	1	236.08	236.81	
VA	2008	2	231.81	228.46	
VA	2008	3	226.19	223.78	
VA	2008	4	214.68	215.69	
VA	2009	1	215.57	216.79	
VA	2009	2	219.87	216.31	
VA	2009	3	218.56	216.03	
VA	2009	4	219.14	220.11	
VA	2010	1	211.70	213.63	
VA	2010	2	220.11	216.11	
VA	2010	3	213.01	210.33	
VA	2010	4	208.28	209.09	
VA	2011	1	202.81	205.41	
VA	2011	2	209.39	205.18	
VA	2011	3	210.22	207.38	
VA	2011	4	205.77	206.46	
VA	2012	1	206.17	209.48	
VA	2012	2	215.38	210.74	
VA	2012	3	216.07	212.86	
VA	2012	4	215.28	216.10	
VA	2013	1	214.22	218.03	
VA	2013	2	228.04	222.97	
VA	2013	3	226.83	223.19	
VA	2013	4	221.21	222.23	
VT	1991	1	100.00	100.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1991	2	99.35	99.16	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1991	3	98.25	98.65	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1991	4	97.59	98.16	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1992	1	99.56	99.67	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1992	2	100.52	100.29	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1992	3	99.68	100.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1992	4	100.96	101.58	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1993	1	100.95	101.20	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1993	2	100.66	100.34	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1993	3	100.30	100.55	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1993	4	101.25	101.86	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1994	1	101.48	101.89	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1994	2	102.38	102.01	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1994	3	102.62	102.75	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1994	4	99.27	99.88	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1995	1	98.82	99.34	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1995	2	102.07	101.71	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1995	3	101.63	101.64	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1995	4	97.48	98.05	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1996	1	105.44	106.15	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1996	2	103.39	103.05	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1996	3	101.74	101.57	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1996	4	102.37	103.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1997	1	101.41	102.17	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1997	2	101.17	100.89	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1997	3	103.06	102.78	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1997	4	102.69	103.25	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1998	1	104.48	105.43	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1998	2	106.15	105.90	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1998	3	106.48	106.03	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1998	4	107.41	107.99	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1999	1	106.51	107.60	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1999	2	111.85	111.65	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1999	3	115.08	114.42	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1999	4	114.35	114.92	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2000	1	116.84	118.24	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2000	2	120.32	120.09	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2000	3	124.35	123.43	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2000	4	126.06	126.74	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2001	1	126.85	128.53	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2001	2	134.19	133.88	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2001	3	135.29	134.23	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2001	4	136.61	137.25	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2002	1	139.60	141.70	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2002	2	143.53	143.11	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2002	3	148.17	146.96	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2002	4	148.86	149.48	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2003	1	149.61	152.08	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2003	2	154.25	153.64	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2003	3	160.24	159.05	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2003	4	162.90	163.32	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2004	1	165.68	168.72	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2004	2	178.45	177.56	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2004	3	182.70	181.46	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2004	4	186.75	187.15	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2005	1	189.57	193.10	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2005	2	198.97	197.80	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2005	3	205.00	203.92	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2005	4	206.89	207.22	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2006	1	203.58	207.22	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2006	2	213.92	212.61	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2006	3	214.53	213.66	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2006	4	217.11	217.70	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2007	1	212.34	215.41	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2007	2	218.78	217.65	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2007	3	218.91	218.31	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2007	4	215.24	216.20	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2008	1	215.90	217.94	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2008	2	212.92	212.28	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2008	3	210.35	209.93	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2008	4	210.48	211.95	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2009	1	208.13	208.85	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2009	2	213.34	213.33	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2009	3	213.73	213.44	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2009	4	207.66	209.46	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2010	1	210.05	209.76	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2010	2	204.36	204.93	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2010	3	203.84	203.57	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2010	4	200.22	202.20	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2011	1	206.44	205.46	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2011	2	203.25	204.33	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2011	3	204.17	203.83	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2011	4	206.60	208.71	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2012	1	208.41	207.11	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2012	2	204.53	205.91	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2012	3	210.22	209.84	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2012	4	203.09	205.10	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2013	1	209.41	207.99	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2013	2	209.76	211.40	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2013	3	215.96	215.48	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2013	4	217.47	219.53	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WA	1991	1	100.00	100.00	
WA	1991	2	101.73	100.86	
WA	1991	3	102.00	100.73	
WA	1991	4	103.73	103.07	
WA	1992	1	103.91	103.91	
WA	1992	2	105.43	104.50	
WA	1992	3	107.73	106.40	
WA	1992	4	108.27	107.61	
WA	1993	1	108.47	108.45	
WA	1993	2	110.77	109.74	
WA	1993	3	113.00	111.61	
WA	1993	4	114.07	113.46	
WA	1994	1	115.14	115.10	
WA	1994	2	118.13	116.97	
WA	1994	3	119.43	117.95	
WA	1994	4	119.39	118.86	
WA	1995	1	120.21	120.14	
WA	1995	2	120.24	118.96	
WA	1995	3	120.96	119.48	
WA	1995	4	120.62	120.22	
WA	1996	1	121.08	120.96	
WA	1996	2	123.17	121.75	
WA	1996	3	124.04	122.58	
WA	1996	4	123.44	123.13	
WA	1997	1	124.64	124.42	
WA	1997	2	127.58	126.04	
WA	1997	3	130.08	128.64	
WA	1997	4	130.29	130.02	
WA	1998	1	132.84	132.50	
WA	1998	2	137.33	135.67	
WA	1998	3	138.73	137.27	
WA	1998	4	139.94	139.70	
WA	1999	1	141.96	141.44	
WA	1999	2	145.68	143.94	
WA	1999	3	146.91	145.46	
WA	1999	4	148.26	147.98	
WA	2000	1	150.66	150.01	
WA	2000	2	152.78	151.02	
WA	2000	3	154.31	152.84	
WA	2000	4	155.24	154.92	
WA	2001	1	157.93	157.20	
WA	2001	2	160.40	158.59	
WA	2001	3	162.45	160.92	
WA	2001	4	162.62	162.21	
WA	2002	1	165.68	164.99	
WA	2002	2	168.84	166.96	
WA	2002	3	170.09	168.37	
WA	2002	4	172.38	171.94	
WA	2003	1	174.45	173.90	
WA	2003	2	178.42	176.38	
WA	2003	3	181.94	179.96	
WA	2003	4	184.86	184.41	
WA	2004	1	190.17	189.78	
WA	2004	2	198.06	195.73	
WA	2004	3	203.04	200.62	
WA	2004	4	208.63	208.21	
WA	2005	1	214.50	214.25	
WA	2005	2	227.09	224.34	
WA	2005	3	238.27	235.23	
WA	2005	4	243.87	243.49	
WA	2006	1	252.21	252.07	
WA	2006	2	263.31	260.09	
WA	2006	3	269.51	265.85	
WA	2006	4	271.85	271.57	
WA	2007	1	278.65	278.60	
WA	2007	2	283.22	279.65	
WA	2007	3	285.36	281.41	
WA	2007	4	279.73	279.53	
WA	2008	1	274.17	274.14	
WA	2008	2	273.40	270.00	
WA	2008	3	267.54	263.64	
WA	2008	4	253.42	253.30	
WA	2009	1	251.91	252.10	
WA	2009	2	246.53	243.35	
WA	2009	3	241.59	237.92	
WA	2009	4	238.11	237.98	
WA	2010	1	236.54	237.06	
WA	2010	2	236.78	233.65	
WA	2010	3	231.73	227.85	
WA	2010	4	222.52	222.48	
WA	2011	1	216.10	217.03	
WA	2011	2	213.17	210.15	
WA	2011	3	212.49	208.59	
WA	2011	4	205.48	205.57	
WA	2012	1	205.86	207.10	
WA	2012	2	216.25	213.11	
WA	2012	3	219.86	215.38	
WA	2012	4	224.15	224.46	
WA	2013	1	226.66	228.39	
WA	2013	2	237.43	233.79	
WA	2013	3	245.56	240.27	
WA	2013	4	239.22	239.68	
WI	1991	1	100.00	100.00	
WI	1991	2	101.78	101.10	
WI	1991	3	103.55	102.72	
WI	1991	4	103.87	103.67	
WI	1992	1	105.36	105.38	
WI	1992	2	108.66	107.92	
WI	1992	3	110.08	109.19	
WI	1992	4	111.75	111.52	
WI	1993	1	113.55	113.62	
WI	1993	2	116.44	115.61	
WI	1993	3	119.26	118.31	
WI	1993	4	121.04	120.77	
WI	1994	1	123.25	123.38	
WI	1994	2	126.16	125.23	
WI	1994	3	127.30	126.25	
WI	1994	4	128.35	128.07	
WI	1995	1	128.89	129.10	
WI	1995	2	131.39	130.37	
WI	1995	3	133.19	132.06	
WI	1995	4	133.73	133.46	
WI	1996	1	134.17	134.46	
WI	1996	2	137.34	136.24	
WI	1996	3	138.03	136.78	
WI	1996	4	137.85	137.61	
WI	1997	1	138.62	138.98	
WI	1997	2	140.95	139.79	
WI	1997	3	143.03	141.68	
WI	1997	4	142.49	142.30	
WI	1998	1	143.30	143.67	
WI	1998	2	146.67	145.48	
WI	1998	3	148.88	147.42	
WI	1998	4	149.56	149.37	
WI	1999	1	150.69	151.08	
